user_id,t_start,t_end,lat,lon
0,26,38,40.03341717336674,-75.59921965807294
1,26,38,40.044188518743766,-75.59498714373476
2,26,37,40.03944027938847,-75.595551623876
3,26,36,40.04233392266446,-75.60417807809229
4,26,36,40.04248829526008,-75.59508405708632
5,26,38,40.037954147495434,-75.59642943358898
6,26,37,40.03436082164651,-75.60343040766755
7,26,38,40.03908918562887,-75.60318792309043
8,26,36,40.03545471554799,-75.59818836088697
9,26,37,40.036961598876886,-75.5900393684381
10,26,38,40.03931768165415,-75.6039769371993
11,26,38,40.03677860592762,-75.60045334109795
12,26,36,40.03199106288327,-75.59496727380096
13,26,38,40.03860742949149,-75.59702289629213
14,26,37,40.039223242310406,-75.59473444728037
15,26,38,40.04009304908544,-75.6027273332364
16,26,38,40.037925017186694,-75.60112702868963
17,26,36,40.03836494092412,-75.5962135787856
18,22,32,40.040305560200444,-75.59807529196232
19,22,34,40.037229622421165,-75.59629153494919
20,22,33,40.03817182631544,-75.59796792331483
21,22,34,40.03767427798953,-75.59922491194118
22,22,33,40.034101523562796,-75.59990792013244
23,22,32,40.0391578033515,-75.59571019695721
24,22,32,40.037789892005776,-75.59568405923056
25,22,32,40.03969807055519,-75.59480790965435
26,22,32,40.038610848868636,-75.59658757107927
27,22,34,40.04342936678412,-75.59225344417601
28,22,34,40.04210723985347,-75.59777265678866
29,22,32,40.03694058033497,-75.60207904773753
30,22,32,40.041339723669154,-75.58952889530062
31,22,32,40.03517098342027,-75.5911849494468
32,22,32,40.03547009648248,-75.60069609402122
33,22,34,40.03648762933531,-75.59107295255941
34,22,33,40.03946920986272,-75.597440372571
35,22,32,40.041541570422034,-75.60176997757142
36,21,32,40.04421704109883,-75.59327511288834
37,21,31,40.03345192577852,-75.59235363931238
38,21,31,40.03839659452927,-75.59685824277108
39,21,31,40.038388193860946,-75.5963464696742
40,21,31,40.03759429758497,-75.59957739823729
41,21,32,40.03248454910734,-75.5920060807864
42,21,32,40.04124174664467,-75.5932229090706
43,21,31,40.03700969664462,-75.59725728345136
44,21,31,40.03922977111524,-75.6017750211059
45,21,32,40.03628670064485,-75.59862430482917
46,21,33,40.03734509201579,-75.59820768325832
47,21,32,40.038641408036014,-75.59732988616011
48,21,32,40.038924713998775,-75.59693899989382
49,21,33,40.03307456199508,-75.6007755508151
50,21,31,40.03865301791895,-75.59669613091279
51,21,31,40.038931434270026,-75.60055284476478
52,21,32,40.042250096732204,-75.59514328732938
53,21,31,40.034962152981194,-75.60301051806232
54,2,12,40.03464842735989,-75.59696593471935
55,2,14,40.039975018080504,-75.59780676143282
56,2,14,40.033026046787505,-75.60226959573718
57,2,12,40.03881883635841,-75.60178422918648
58,2,13,40.0397284754,-75.59599941973775
59,2,14,40.033505025560245,-75.5995045084694
60,2,13,40.03830421166654,-75.5958798272036
61,2,12,40.03934504199963,-75.60354963315805
62,2,12,40.035263176466025,-75.59878450436298
63,2,14,40.045667036449125,-75.59502032042161
64,2,14,40.03742883469683,-75.59542759534064
65,2,13,40.038535594782765,-75.59698983258822
66,2,13,40.03678909679588,-75.59972353858598
67,2,14,40.03870146964957,-75.59836121550234
68,2,14,40.04249006217321,-75.60430000711473
69,2,14,40.038810429180685,-75.59702441434382
70,2,13,40.04268581887884,-75.60106371969286
71,2,12,40.038013696688914,-75.59559057483675
72,23,34,40.037008257427075,-75.60225095198355
73,23,33,40.03467404325434,-75.6004206761849
74,23,34,40.03981513816859,-75.59291998465457
