user_id,t_start,t_end,lat,lon
0,25,35,40.039244337825274,-75.59824216761186
1,25,37,40.04050885126922,-75.596835096502
2,25,35,40.03737719671365,-75.59356496268728
3,25,35,40.04247614694779,-75.5961797823271
4,25,36,40.038341207926734,-75.59711283345867
5,25,37,40.04228349472573,-75.59521427190937
6,15,25,40.0385856744355,-75.59569482425951
7,15,27,40.03807140724603,-75.59103498055421
8,15,26,40.036808187782384,-75.5967113738523
9,15,27,40.04180340452715,-75.5975485910374
10,15,26,40.037628374903186,-75.6004330518256
11,15,26,40.040317766209526,-75.5887270499013
12,17,29,40.04307491668396,-75.59966852177085
13,17,29,40.03804281152008,-75.59844287161246
14,17,28,40.03606395717789,-75.59424223578802
15,17,28,40.033584539449905,-75.5954896713404
16,17,27,40.03654824862911,-75.59633353779358
17,17,27,40.039461862172075,-75.5944429509218
18,19,31,40.033022146854506,-75.59803672872529
19,19,30,40.04177725529693,-75.60265888456432
20,19,31,40.0329766204919,-75.59566643137448
21,19,29,40.035876992260235,-75.59839541182245
22,19,29,40.0451349303188,-75.60025290403075
23,19,29,40.038656785788326,-75.59623809895098
24,27,37,40.03882422161483,-75.59655407160768
25,27,37,40.035416371664304,-75.59152144830642
26,27,37,40.038527961499135,-75.59579349473307
27,27,38,40.042352128585264,-75.60050817457339
28,27,37,40.04336136568584,-75.59673518666459
29,27,37,40.039301663482235,-75.59844685072026
30,8,19,40.037087504189074,-75.60474390435073
31,8,20,40.03860793229032,-75.59661444135534
32,8,19,40.03760257348789,-75.59748928417451
33,8,18,40.04174183470259,-75.5889931480839
34,8,20,40.03352810042292,-75.60075308168278
35,8,18,40.03854833712879,-75.59641845078576
36,18,29,40.03870045850494,-75.59720710623165
37,18,30,40.03812145069088,-75.59506421726827
38,18,30,40.03659728665481,-75.59431510213913
39,18,28,40.03282972578498,-75.59253361760928
40,18,30,40.040348908600116,-75.60188417914283
41,18,29,40.03226587815692,-75.59715528618402
42,2,14,40.031537197469035,-75.59681360902678
43,2,12,40.039304070466535,-75.60003960335203
44,2,14,40.03951349185598,-75.5925718494858
45,2,14,40.03482497235693,-75.60123773342526
46,2,12,40.039178069914044,-75.5985660674665
47,2,13,40.038537397242074,-75.5965991807809
48,1,13,40.03836931737792,-75.59689402861677
49,1,13,40.038579176289716,-75.59655418265179
